isbn,keywords
9780674995642,"greek, lyric, poets, pindar, c, 519, 438, bc, far, greatest, magnificence, inspiration, quintilian, view, horace, judged, sure, win, apollo, laurels, esteem, ancients, may, help, explain, good, portion, work, carefully, preserved, come, us, bits, pieces, nearly, quarter, poems, survive, complete, william, h, race, brings, two, volumes, new, edition, translation, four, books, victory, odes, along, surviving, fragments, like, simonides, bacchylides, wrote, elaborate, honour, prize, winning, athletes, public, performance, singers, dancers, musicians, 45, celebrate, triumphs, athletic, contests, great, panhellenic, festivals, olympic, pythian, delphi, nemean, isthmian, games, complex, commemorates, achievement, powerful, rulers, backdrop, divine, favour, human, failure, heroic, legend, moral, ideals, aristocratic, society"
9780674995345,"greek, lyric, poets, pindar, c, 519, 438, bc, far, greatest, magnificence, inspiration, quintilian, view, horace, judged, sure, win, apollo, laurels, esteem, ancients, may, help, explain, good, portion, work, carefully, preserved, come, us, bits, pieces, nearly, quarter, poems, survive, complete, william, h, race, brings, two, volumes, new, edition, translation, four, books, victory, odes, along, surviving, fragments, like, simonides, bacchylides, wrote, elaborate, honour, prize, winning, athletes, public, performance, singers, dancers, musicians, 45, celebrate, triumphs, athletic, contests, great, panhellenic, festivals, olympic, pythian, delphi, nemean, isthmian, games, complex, commemorates, achievement, powerful, rulers, backdrop, divine, favour, human, failure, heroic, legend, moral, ideals, aristocratic, society"
9780300085068,"prize, winning, work, provides, facsimile, 1609, quarto, printed, parallel, conservatively, edited, modernized, text, well, commentary, ranges, brief, glosses, substantial, critical, essays, stephen, booth, notes, help, modern, reader, toward, kind, understanding, renaissance, readers, brought, works"
9780374529055,"anger, song, immortal, one"
9780674996007,"euripides, prized, every, age, pathos, terror, surprising, plot, twists, intellectual, probing, dramatic, creations, volume, david, kovacs, presents, edited, greek, text, faithful, deftly, worded, translation, three, plays, helen, poet, employs, alternative, history, virtuous, never, went, troy, spent, war, years, egypt, falsely, blamed, adulterous, behaviour, divinely, created, double, also, includes, phoenician, women, treatment, battle, sons, oedipus, control, thebes, orestes, novel, retelling, lot, murdered, mother, clytaemestra, play, annotated, prefaced, helpful, introduction"
9780142437681,"walt, whitman, self, published, collection, 12, poems, entitled, leaves, grass, 1855, unknown, ambitious, journalist, long, island, time, death, beginning, recognised, one, distinctive, poetic, voices, modern, world, poetry, continually, revised, republished, course, life, broke, new, ground, treatment, individual, eroticism, mortality, trauma, civil, war, created, unfamiliar, yet, unabashedly, american, voice, country, fellow, people"
9780374525743,"classic, translation, odyssey, paperback"
9780816612284,"book, major, twentieth, century, contribution, dostoevsky, studies, also, one, important, theories, novel, produced, modern, reinterpretation, poetics, bears, comparison, aristotle, bakhtin, statement, dialogical, nature, artistic, creation, differentiation, history, monological, commentary, profoundly, original, illuminating, classic, work, importance, critical, theory, edward, wasiolek, concentrating, particular, features, dostoevskian, discourse, structures, hero, plot, means, write, dialogically, concludes, theoretical, dialogue, category, language, bloomsbury, review"
9780465067091,"even, smartest, among, us, feel, inept, fail, figure, light, switch, oven, burner, turn, whether, push, pull, slide, door, fault, argues, fascinating, ingenious, liberating, book, lies, product, design, ignores, needs, users, principles, cognitive, psychology, problems, range, ambiguous, hidden, controls, arbitrary, relationships, functions, coupled, lack, feedback, assistance, unreasonable, demands, memorization, presents, examples, aplenty, vcr, computer, office, telephone, models, people, good, usable, possible, rules, simple, make, things, visible, exploit, natural, couple, function, control, intelligent, use, constraints, goal, guide, user, effortlessly, right, action, time, designer, must, care, author, world, famous, psychologist, pioneer, application, science, aim, raise, consciousness, consumers, designers, delights, products, easy, understand"
9780147712554,"gripping, listeners, readers, 2, 700, years, iliad, story, trojan, war, rage, achilles, combining, skills, poet, scholar, robert, fagles, brings, energy, contemporary, language, enduring, heroic, epic, world, greatest, odyssey, literature, evocation, every, man, journey, life, performed, translator, task, magnificently, giving, us, read, aloud, savor, treasure, sheer, lyrical, mastery, volume, contains, superb, introduction, textual, critical, commentary, renowned, classicist, bernard, knox"
9780375707254,"michigan, farm, boy, became, richest, man, america, classic, almost, mythic, tale, never, henry, ford, outsized, genius, brought, life, vividly, engaging, superbly, researched, biography, real, tangle, contradictions, set, consumer, revolution, producing, car, affordable, masses, lamenting, moral, toll, exacted, consumerism, believed, giving, workers, living, wage, though, entirely, opposed, union, labor, warm, loving, relationship, wife, sired, son, another, woman, rabid, anti, semite, nonetheless, embraced, african, american, era, jim, crow, uncovering, behind, myth, situating, achievements, attendant, controversies, firmly, within, context, early, twentieth, century, watts, given, us, comprehensive, illuminating, fascinating, one, first, mass, culture, celebrities"
9780140437942,"one, bernard, shaw, glittering, comedies, arms, man, burlesque, victorian, attitudes, heroism, war, empire, contrast, bluntschli, mercenary, soldier, brave, leader, sergius, true, nature, valour, revealed, mocks, deluded, idealism, candida, young, poet, becomes, infatuated, wife, socialist, preacher, destiny, witty, words, napoleon, strange, lady, exuberant, farce, never, tell, divided, family, reunited, chance, although, intended, plays, pleasant, gentler, companion, volume, unpleasant, prophetic, satire, sharp, provocative"
9780060762872,"lively, insider, guide, starting, successful, small, business, selling, items, old, new, ebay, written, personal, anecdotes, well, kept, secrets, tips, adam, ginsberg, private, salesperson, making, money, seller, moving, around, million, dollars, worth, merchandise, every, month, impart, sell, learned, years, experience, expanding, using, global, market, also, give, fun, side, notes, keeping, book, interesting, read, must, current, aspiring, sellers, owners, anyone, wants, learn, start, dollar, company"
9780521617352,"sophocles, created, masterpiece, eyes, posterity, overshadowed, every, achievement, field, ancient, drama, words, dr, dawe, sets, importance, oedipus, rex, investigates, long, fascinated, human, mind, devoting, introduction, examination, story, technique, employed, unfold, plot, revised, edition, also, argues, spurious, nature, play, ending, first, commentary, deals, authoritatively, problems, language, expression, enhanced, reflections, text, developed, twenty, years, since, publication, written, classical, scholars, students, welcome, bestselling"
9780099449232,"1989, whenever, hanging, local, bars, herr, lehmann, lives, entirely, free, responsibility, bohemian, berlin, district, kreuzberg, years, judicious, sidestepping, heroic, indolence, barman, successfully, avoided, demands, parents, landlords, neighbours, women, suddenly, one, unforeseen, incident, another, seems, threaten, idyllic, rather, peaceable, existence, encounter, decidedly, unfriendly, dog, descend, provinces, meets, dangerously, attractive, woman, throws, emotional, life, confusion"
9781903436318,"lively, engaging, edition, sometimes, neglected, early, play, cox, rasmussen, make, strong, claim, remarkable, work, revealing, confidence, sureness, earlier, plays, rival, show, young, shakespeare, working, closely, chronicle, sources, nevertheless, freely, shaped, complex, material, theatrically, effective, poetically, innovative, resulting, creates, queen, margaret, one, strongest, female, roles, source, popular, view, richard, neville, earl, warwick, kingmaker, focusing, history, terms, performance, criticism, editors, open, wide, challenging, variety, interpretative, editorial, paradigms"
9781590172193,"erich, auerbach, dante, poet, secular, world, inspiring, introduction, one, greatest, poets, well, brilliantly, argued, still, provocative, essay, history, ideas, thought, many, twentieth, century, scholar, critics, makes, seemingly, paradoxical, claim, poetry, supreme, among, religious, stanzas, divine, comedy, modern, novel, ﬁrst, took, imaginative, form, study, precursor, necessary, complement, mimesis, magisterial, overview, realism, western, literature, illuminates, overall, structure, individual, detail, work, showing, extraordinary, synthesis, sensuous, conceptual, particular, universal, redeﬁned, notions, human, character, fate, opened, way, modernity, contents"
