isbn,title,writer,publisher,avg_score
9780756403140,Black Sun Rising (The Coldfire Trilogy  #1),C.S. Friedman,Daw Books,3.93
9780756403188,Crown of Shadows (The Coldfire Trilogy  #3),C.S. Friedman,DAW,4.17
9780886774448,The Madness Season,C.S. Friedman,DAW Books Inc,4.05
9780886777999,This Alien Shore,C.S. Friedman,DAW,4.04
9780060511135,Whirlpool,Elizabeth Lowell/Ann Maxwell,Avon,3.78
9780373772520,Reckless Love (MacKenzie-Blackthorn #1),Elizabeth Lowell,Harlequin,3.8
9781551669045,Warrior (MacKenzie-Blackthorn #5),Elizabeth Lowell,MIRA,3.91
9780380763399,Only Mine (Only Series  #2),Elizabeth Lowell,Avon,3.92
9780060511104,The Secret Sister,Ann Maxwell/Elizabeth Lowell,Avon,3.65
9780373771257,Tell Me No Lies,Elizabeth Lowell,HQN,3.99
9780747253747,Sweet Rosie O'Grady,Joan Jonker,Headline,4.48
9780618339556,Fergus and the Night-Demon,Jim  Murphy/John Manders,Clarion Books,3.69
9780553586077,The Secret on Ararat (Babylon Rising  #2),Tim LaHaye/Bob Phillips,Bantam,4.23
9781556526008,Avalon,Anya Seton/Philippa Gregory,Chicago Review Press,3.87
9781556526442,The Winthrop Woman,Anya Seton/Philippa Gregory,Chicago Review Press,4.09
9780449236413,The Hearth and Eagle,Anya Seton,Fawcett,3.89
9780805072839,Media Unlimited: How the Torrent of Images & Sounds Overwhelms Our Lives,Todd Gitlin,Picador,3.55
9780520239326,The Whole World is Watching: Mass Media in the Making and Unmaking of the New Left with a New Preface,Todd Gitlin,University of California Press,3.73
9780553372120,The Sixties: Years of Hope  Days of Rage,Todd Gitlin,Bantam Books (NY),3.73
9780231124928,The Intellectuals and the Flag,Todd Gitlin,Columbia University Press,3.59
9780520040243,The Whole World Is Watching: Mass Media in the Making & Unmaking of the New Left,Todd Gitlin,University of California Press,3.73
9780843104363,Magical Creatures (Easy To Read! Easy To Draw!),Joan Holub/Dana Regan,Price Stern Sloan,3.0
9780142300190,The Pizza That We Made,Joan Holub/Lynne Avril Cravath,Penguin Young Readers,3.54
9780451139696,'Salem's Lot,Stephen King,Signet,4.02
9780143039914,The Portable Edgar Allan Poe,Edgar Allan Poe/J. Gerald Kennedy,Penguin Books,4.31
9780060830939,Great Short Works,Edgar Allan Poe/Gary Richard Thompson,Harper Perennial,4.26
9781931082723,Tales,H.P. Lovecraft/Peter Straub,Library of America,4.34
9780060957902,Tales of H.P. Lovecraft,H.P. Lovecraft/Joyce Carol Oates,Ecco,4.19
9780345350800,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft/August Derleth/Robert Bloch,Ballantine Books,4.31
9780345331052,The Doom That Came to Sarnath and Other Stories,H.P. Lovecraft/Lin Carter,Del Rey,4.12
9780345384225,The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft/Barbara Hambly,Del Rey,4.3
9781589943070,The Art of H.P. Lovecraft's the Cthulhu Mythos,Pat Harrigan/Brian  Wood/Jeremy McHugh,Fantasy Flight Games,4.05
9780345384218,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft/E. Hoffmann Price/Neil Gaiman,Del Rey,4.23
9780152054519,Loving Will Shakespeare,Carolyn Meyer,Harcourt Children's Books,3.47
9780152050863,Doomed Queen Anne (Young Royals  #3),Carolyn Meyer,HMH Books for Young Readers,3.87
9780152054472,Patience  Princess Catherine (Young Royals  #4),Carolyn Meyer,HMH Books for Young Readers,3.79
9780152051167,Marie  Dancing,Carolyn Meyer,HMH Books for Young Readers,3.76
9788478886746,Isabel: Princesa De Castilla  España  1466,Carolyn Meyer/Carme Camps Monf,Salamandra,3.71
9781588467980,Monte Cook Presents The Year's Best D20 (Volume One),Monte Cook,Malhavoc Press,4.2
9780197261118,1848: The Revolution of the Intellectuals,Lewis B. Namier/James Joll,British Academy,3.11
9780373870288,Suddenly Daddy (Suddenly #1),Loree Lough,Love Inspired,3.78
9780486287768,Great Short Stories by American Women,Candace Ward,Dover Publications  Inc.,3.96
9780486286563,Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell/Pat Ronson Stewart,Dover Publications,4.5
9781551114125,The Governess; or  The Little Female Academy,Sarah Fielding/Candace Ward,Broadview Press Inc,2.63
9780761417101,The Star-Spangled Banner (Symbols of America),Debra Hess,Cavendish Square Publishing,4.0
9780761417132,The Liberty Bell (Symbols of America),Debra Hess,Cavendish Square Publishing,3.83
9780761417071,The Statue of Liberty (Symbols of America),Debra Hess,Cavendish Square Publishing,4.0
9780761417125,The White House (Symbols of America),Debra Hess,Cavendish Square Publishing,4.0
9780761417095,The American Flag (Symbols of America),Debra Hess,Cavendish Square Publishing,4.0
9780684831831,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,Free Press,4.02
9780195135794,Manic-Depressive Illness: Bipolar Disorders and Recurrent Depression,Frederick K. Goodwin/Kay Redfield Jamison,Oxford University Press  USA,4.4
9780425127261,The Bone Yard,Paul J. Mikol/Dean Koontz/F. Paul Wilson/Sheri S. Tepper/Ray Garton,Berkley,4.01
9780070456716,Dracula Was a Woman: In Search of the Blood Countess of Transylvania,Raymond T. McNally,McGraw-Hill Companies,3.52
9781932051292,Proof of Concept,Larry Young/Damian Couceiro/Kieron Dwyer,AIT Planet Lar,3.0
9780393307009,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,W. W. Norton & Company,4.12
9780195101287,Justice Oliver Wendell Holmes: Law and the Inner Self,G. Edward White,Oxford University Press  USA,3.67
9781584655800,Oliver Wendell Holmes in Paris: Medicine  Theology  and the Autocrat of the Breakfast Table,William C. Dowling,University Press of New England,5.0
9780870541858,Evermore,James Robert Smith/Stephen Mark Rainey/Joel Lane/Gary Fry/John Morressy/Kealan Patrick Burke/Manly Wade Wellman/Fred Chappell/Charlee Jacob/F. Gwynplaine MacIntyre/Steve Rasnic Tem/Thomas F. Monteleone/Rick Hautala/Melanie Tem/Trey R. Baker/Ken Goldman/Vincent Starrett/Tom Piccirilli,Arkham House Publishers,3.31
9781568820408,The Azathoth Cycle: Tales of the Blind Idiot God,Robert M. Price/Edward Pickman Derby/Peter Cannon/Stephen Mark Rainey/Lin Carter/Henry Kuttner/Ramsey Campbell/Thomas Ligotti/Richard L. Tierney/Gary    Myers/Donald R. Burleson/C.J. Henderson/Stephen Studach/John Glasby/Allen Mackey,Chaosium,3.75
9780801882982,Rethinking the Economics of War: The Intersection of Need  Creed  and Greed,Cynthia J. Arnson/I. William Zartman,Woodrow Wilson Center Press / Johns Hopkins University Press,3.5
9780312257378,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass/David W. Blight,Bedford Books,4.02
9780451529947,Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass/Gregory Stephens/Peter J. Gomes,Signet Book,4.02
9780743487771,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass,Simon  Schuster,4.02
9780940450790,Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass,Frederick Douglass/Henry Louis Gates Jr.,Library of America,4.35
9780345478238,Narrative of the Life of Frederick Douglass  an American Slave / Incidents in the Life of a Slave Girl,Frederick Douglass/Harriet Ann Jacobs/Kwame Anthony Appiah,Modern Library,4.01
9788483105023,Antes que anochezca,Reinaldo Arenas,TusQuets,4.17
9780142000199,Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas/Andrew Hurley/Thomas Colchie,Penguin Books,4.09
9780140157185,The Assault,Reinaldo Arenas/Andrew Hurley/Thomas Colchie,Penguin Books,3.79
9780778323563,Cold As Ice (Ice  #2),Anne Stuart,Mira Books,3.81
9780451408693,Shadow Lover,Anne Stuart,Onyx,3.81
9780778324782,Ice Blue (Ice  #3),Anne Stuart,Mira Books,3.94
9780778322733,The Devil's Waltz,Anne Stuart,Mira,3.74
9781551665719,Shadows At Sunset,Anne Stuart,MIRA,3.63
9780380776047,To Love a Dark Lord,Anne Stuart,Avon Books,3.82
9780451192523,Ritual Sins,Anne Stuart,Onyx,3.68
9780821760536,Prince of Magic,Anne Stuart,Zebra,3.64
9780140383195,Bound for Oregon,Jean Van Leeuwen/James Watling/R.W. Alley,Puffin Books,3.8
9780142300848,Oliver and Albert  Friends Forever (Easy-to-Read  Puffin),Jean Van Leeuwen/Ann Schweninger,Puffin,3.61
9781416520399,Midnight Brunch (Casa Dracula  #2),Marta Acosta,Gallery Books,3.8
9780618196258,Midnight Is a Place,Joan Aiken,HMH Books for Young Readers,3.92
9780395971284,Black Hearts in Battersea (The Wolves Chronicles  #2),Joan Aiken/Edward Gorey,HMH Books for Young Readers,4.13
9780006754893,A Small Pinch of Weather,Joan Aiken,HarperCollins Publishers,4.26
9780618070237,The Cuckoo Tree (The Wolves Chronicles  #6),Joan Aiken,HMH Books for Young Readers,4.04
9780395971857,Nightbirds on Nantucket (The Wolves Chronicles  #3),Joan Aiken,HMH Books for Young Readers,4.13
9780812538830,Seminole Song,Vella Munn,Forge,3.71
9780836246216,Mary Engelbreit's Home Companion,Charlotte Lyons/Mary Engelbreit/Barbara E. Martin,Andrews McMeel Publishing,4.12
9780060081713,Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses,Mary Engelbreit/Leonard S. Marcus,HarperCollins,4.37
9780824521233,Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,Jason King,Crossroad Publishing Company,3.6
9780787982379,Killing the Imposter God: Philip Pullman's Spiritual Imagination in His Dark Materials,Donna Freitas/Jason Edward King,Jossey-Bass,3.67
9780887511127,Teaching the World's Children: ESL for Ages Three to Seven (The Pippin Teacher's Library),Mary Ashworth/H. Patricia Wakefield,Pippin Publishing,3.4
9781563892479,Seven Miles a Second,David Wojnarowicz/James Romberger/Marguerite Van Cook,DC Comics,4.04
9781592851614,Drop The Rock: Removing Character Defects - Steps Six and Seven,Bill Pittman/Todd W. Hall/Sara S./Todd W.,Hazelden Publishing,4.44
9780198601739,The Oxford Dictionary of Quotations,Elizabeth Knowles,Oxford University Press  USA,4.2
9780521638760,Liberty Before Liberalism,Quentin Skinner,Cambridge University Press,3.9
9780521398336,The Return of Grand Theory in the Human Sciences,Quentin Skinner,Cambridge University Press,3.88
9781594480676,Symptomatic,Danzy Senna,Riverhead Books,3.32
9781565044043,Tales of Magick: Dark Adventure,Phil Brucato/Aaron Rosenberg,White Wolf Games Studio,3.45
9781581126501,Doctor Tandy's First Guide to Life Extension and Transhumanity,Charles Tandy/Raël/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount,Universal Publishers,4.0
9780786845033,Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll/Alisa Klayman-Grodsky/Eric     Weiner,Disney Press,5.0
9781416915041,Bailando al rescate (Dora La Exploradora),Dave Aikins/Laura Driscoll,Libros para ninos,3.47
9783822856499,Richard Kern  Action,Richard Kern/Dian Hanson,Taschen,3.84
9780415247962,On Film (Thinking in Action),Stephen Mulhall,Routledge,3.9
9780805069563,Warren G. Harding (The American Presidents  #29),John W. Dean/Arthur M. Schlesinger Jr.,Times Books,3.73
9781565048201,Prince of the City,Keith Herber,White Wolf Games Studio,3.56
9781568821788,Spawn of Azathoth: Herald of the End of Time (Call of Cthulhu RPG),Keith Herber,Chaosium,3.79
9780812927634,Random House Crossword Mega Omnibus  Volume 1,United Feature Syndication,Random House Puzzles & Games,0.0
9780064440950,Chester,Syd Hoff,HarperCollins,3.74
9780060225353,Stanley,Syd Hoff,HarperCollins Publishers,3.61
9780064440578,Grizzwold,Syd Hoff,HarperCollins,3.82
9780064441766,Captain Cat,Syd Hoff,HarperCollins,3.65
9780805427776,Once Upon a Gulf Coast Summer,Susan    Oliver,B Fiction,3.44
9780929005492,Margaret Atwood's Power: Mirrors  Reflections and Images in Select Fiction and Poetry,Shannon Hengen,Sumach Press,3.43
9780689716041,The Bears on Hemlock Mountain,Alice Dalgliesh/Helen Sewell,Aladdin,3.79
9780976234968,Hoodwinked,Quentin Carter,Triple Crown Publications,4.43
9780701179793,The Risk of Darkness (Simon Serrailler  #3),Susan Hill,Chatto & Windus,3.95
9780701176815,The Pure in Heart (Simon Serrailler  #2),Susan Hill,Chatto  Windus,3.92
9781567921892,The Woman in Black,Susan Hill/John Lawrence,David R. Godine Publisher,3.71
9780099462101,The Pure in Heart (Simon Serrailler  #2),Susan Hill,Vintage,3.92
9781585678761,The Various Haunts of Men (Simon Serrailler #1),Susan Hill,Harry N. Abrams,3.82
9780198145707,Septem Quae Supersunt Tragoediae,Aeschylus/Denys L. Page,Clarendon Press,4.1
9784757506206,鋼の錬金術師 1 [Hagane no Renkinjutsushi 1] (Fullmetal Alchemist  #1),Hiromu Arakawa,ガンガンコミックス,4.5
9784757508552,鋼の錬金術師 4 (Fullmetal Alchemist  #4),Hiromu Arakawa,ガンガンコミックス,4.55
9784757509665,鋼の錬金術師 5 (Fullmetal Alchemist  #5),Hiromu Arakawa,ガンガンコミックス,4.56
9784757507913,鋼の錬金術師 3 (Fullmetal Alchemist  #3),Hiromu Arakawa,ガンガンコミックス,4.56
9784757512306,鋼の錬金術師 8 (Fullmetal Alchemist 8),Hiromu Arakawa,ガンガンコミックス,4.57
9780140128468,Love's Executioner  And Other Tales Of Psychotherapy,Irvin D. Yalom,Penguin Books,4.21
9781596440784,The Brothers Karamazov,Fyodor Dostoyevsky/Thomas R. Beyer Jr./Simon Vance,Hovel Audio,4.32
9781933372136,Old Filth (Old Filth  #1),Jane Gardam,Europa Editions,3.93
9780099284291,Filth,Irvine Welsh,Vintage,3.73
9781903254387,The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley/Dani Filth,Fab Press,4.45
9781840681123,Divine Filth: Lost Writings (Modern Classics),Georges Bataille,Creation Books,3.88
9780816643004,Filth: Dirt  Disgust  and Modern Life,William A. Cohen,Univ Of Minnesota Press,4.08
9781560257011,Pink Flamingos and Other Filth: Three Screenplays,John Waters,Running Press,4.21
9780060593209,Let It Be Love (Effingtons  #11),Victoria Alexander,Avon,3.79
9780380818204,The Marriage Lesson (Effingtons  #3),Victoria Alexander,Avon,3.9
9780060593193,When We Meet Again (Effingtons  #10),Victoria Alexander,Avon,3.87
9780060001445,Her Highness  My Wife (Effingtons  #5),Victoria Alexander,Avon HarperCollins,3.66
9780060001452,Love With the Proper Husband (Effingtons  #6),Victoria Alexander,Avon,3.85
9780060517618,The Lady in Question (Effingtons  #7),Victoria Alexander,Avon,3.77
9780767904612,Going on Being: Buddhism and the Way of Change,Mark Epstein,Broadway Books,3.99
9780231102438,A New History of Early English Drama,John D. Cox/David Scott Kastan/Stephen Greenblatt,Columbia University Press,4.05
9780517222850,The Shell Seekers,Rosamunde Pilcher,Gramercy Books,4.15
9780821718254,Cat's Cradle (Cat  #1),William W. Johnstone,Zebra,3.85
9780099601111,Five Patients,Michael Crichton,Arrow,3.48
9780520231511,Undertaker of the Mind: John Monro and Mad-Doctoring in Eighteenth-Century England,Jonathan  Andrews/Andrew Scull,University of California Press,3.42
9780753812938,Consider the Lilies,Iain Crichton Smith/Isobel Murray,Polygon,3.88
9781406955811,The Admirable Crichton,J.M. Barrie,Hard Press,3.72
9780553273861,The Delta Star,Joseph Wambaugh,Bantam,3.66
9780553763249,Finnegan's Week,Joseph Wambaugh,Bantam,3.63
9780763625894,The Miraculous Journey of Edward Tulane,Kate DiCamillo/Bagram Ibatoulline,Candlewick Press,4.37
9780763618988,The Tiger Rising,Kate DiCamillo,Candlewick Press,3.82
9780763623326,Mercy Watson Goes for a Ride,Kate DiCamillo/Chris Van Dusen,Candlewick Press,4.15
9780763625290,The Tale of Despereaux,Kate DiCamillo/Timothy Basil Ering,Candlewick Press,4.04
9780763622701,Mercy Watson to the Rescue,Kate DiCamillo/Chris Van Dusen,Candlewick Press,4.05
9780763630140,Mercy Watson: Princess in Disguise,Kate DiCamillo/Chris Van Dusen,Candlewick Press,4.16
9780140620276,The Mill on the Floss,George Eliot,Penguin Books,3.79
9781857331646,Culture Shock! Laos (Culture Shock!),Stephen  Mansfield,Kuperard,3.29
9780521476768,The Cambridge Companion to Plotinus,Lloyd P. Gerson,Cambridge University Press,4.36
9780765345707,In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series  #1),David Lubar,Starscape,3.96
9780765357663,Hidden Talents (Talents  #1),David Lubar,Starscape,3.94
9780618439096,Dunk,David Lubar,HMH Books for Young Readers,3.8
9781891830600,Carnet de Voyage,Craig Thompson,Top Shelf Productions,3.76
9781593070694,Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons,Craig Thompson,Dark Horse,3.52
9780375714764,Good-Bye  Chunky Rice,Craig Thompson,Pantheon Books,3.8
9782840558590,Adieu  Chunky Rice,Craig Thompson,Delcourt,3.8
9780520206397,Balanchine: A Biography,Bernard Taper,University of California Press,4.31
9781857024692,A Scandalous Life: The Biography of Jane Digby,Mary S. Lovell,Fourth Estate,4.02
9780865473010,The Splendid Outcast: Beryl Markham's African Stories,Beryl Markham/Mary S. Lovell,North Point Press,3.72
9780425214435,Eyes of Prey (Lucas Davenport  #3),John Sandford,G.P. Putnam's Sons,4.18
9780060084530,Sharpe's Prey (Sharpe  #5),Bernard Cornwell,Harper Paperbacks,4.05
9780425204306,Broken Prey (Lucas Davenport  #16),John Sandford,Berkley,4.18
9780425205815,Rules of Prey (Lucas Davenport  #1),John Sandford,G.P. Putnam's Sons,4.11
9780743484190,Certain Prey (Lucas Davenport  #10),John Sandford,Simon & Schuster,4.22
9780425141236,Winter Prey (Lucas Davenport  #5),John Sandford,Berkley,4.26
9780758212382,Destiny's Daughters,Gwynne Forster/Donna Hill/Parry A. Brown,Kensington,4.2
9781844675739,Fragments,Jean Baudrillard/Emily Agar,Verso,3.8
9780761956921,The Consumer Society: Myths and Structures,Jean Baudrillard/Chris     Turner/George Ritzer,Sage Publications Ltd,4.11
9780231121002,The Vital Illusion,Jean Baudrillard/Julia Witwer,Columbia University Press,3.84
9788497934329,Hijos de la medianoche,Salman Rushdie/Miguel Sáenz,DeBolsillo,3.98
9780425213612,Wicked Ties (Wicked Lovers  #1),Shayla Black,Berkley Heat,3.96
9780060002053,On a Wicked Dawn (Cynster  #9),Stephanie Laurens,Avon,4.06
9780312352363,The Wicked (Vampire Huntress  #8),L.A. Banks,St. Martins Press-3PL,4.41
9781419953965,Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,Elloras Cave,4.21
9780821780572,My Wicked Pirate,Rona Sharon,Zebra,3.9
9783861878759,Wicked Dreams,Kingdome 19,Bruno Gmünder,3.67
9780786809608,If I Have a Wicked Stepmother  Where's My Prince?,Melissa Kantor,Disney-Hyperion,3.66
